"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.556015458E0,-1.336269379E-1,1.208451080E1,-5.081086731E1,5.222832081E1
2.566050458E0,-3.837203979E-2,1.205490875E1,-5.052758789E1,5.194573549E1
2.576086458E0,-4.439182281E-1,1.195117188E1,-5.077471924E1,5.216416094E1
2.586121458E0,-3.954582214E-1,1.184346771E1,-5.087794495E1,5.223973006E1
2.596157458E0,-2.702579498E-1,1.204673767E1,-5.063143921E1,5.204555278E1
2.606192458E0,-2.674694061E-1,1.231499481E1,-5.058192444E1,5.206017400E1
2.616228458E0,-3.429241180E-1,1.242256927E1,-5.055128479E1,5.205641381E1
2.626262458E0,-1.422481537E-1,1.237578583E1,-5.064543152E1,5.213578467E1
2.636298458E0,-2.468109131E-1,1.222422028E1,-5.067221069E1,5.212643680E1
2.646333458E0,-3.994197845E-1,1.207946014E1,-5.055404663E1,5.197869298E1
2.656368458E0,-4.717693329E-1,1.229755402E1,-5.048925781E1,5.196746632E1
2.666404458E0,-3.260879517E-1,1.219702148E1,-5.078161621E1,5.222687250E1
2.676439458E0,-1.725521088E-1,1.224462891E1,-5.090684509E1,5.235902586E1
2.686475458E0,-1.511554718E-1,1.204381561E1,-5.088003540E1,5.228627301E1
2.696510458E0,-1.291179657E-1,1.209191132E1,-5.072230530E1,5.214387064E1
2.706546458E0,-1.481590271E-1,1.228464508E1,-5.081784058E1,5.228180732E1
2.716581458E0,-4.102687836E-1,1.210688019E1,-5.066609192E1,5.209412384E1
2.726616458E0,-3.051471710E-1,1.206273651E1,-5.094091797E1,5.235054776E1
2.736652458E0,-2.875633240E-1,1.213322449E1,-5.120443726E1,5.262311492E1
2.746687458E0,-2.802009583E-1,1.227655792E1,-5.110163879E1,5.255634952E1
2.756723458E0,-2.720794678E-1,1.224829865E1,-5.113900757E1,5.258605273E1
2.766758458E0,-1.600189209E-1,1.231682587E1,-5.107206726E1,5.253651930E1
2.776794458E0,-5.475807190E-2,1.227323914E1,-5.103889465E1,5.249384883E1
2.786829458E0,-2.151107788E-1,1.255840302E1,-5.100976562E1,5.253337937E1
2.796864458E0,-2.346916199E-1,1.227064514E1,-5.082572937E1,5.228650474E1
2.806900458E0,-1.760120392E-1,1.241616058E1,-5.068809509E1,5.218692373E1
2.816935458E0,5.258941650E-2,1.242269135E1,-5.058065796E1,5.208386492E1
2.826971458E0,1.445693970E-1,1.243824768E1,-5.070175171E1,5.220534965E1
2.837006458E0,-5.721092224E-2,1.248088074E1,-5.061889648E1,5.213490518E1
2.847042458E0,-1.391334534E-1,1.248783875E1,-5.083105469E1,5.234273202E1
2.857077458E0,-3.045978546E-1,1.234989929E1,-5.081188965E1,5.229207322E1
2.867113458E0,-2.634792328E-1,1.252352142E1,-5.063497925E1,5.216137588E1
2.877148458E0,-3.275661469E-1,1.242039490E1,-5.124789429E1,5.273253434E1
2.887183458E0,-4.716072083E-1,1.248104095E1,-5.088711548E1,5.239749344E1
2.897219458E0,-2.343044281E-1,1.247847748E1,-5.051422119E1,5.203319941E1
2.907254458E0,-2.957382202E-1,1.246257019E1,-5.078022766E1,5.228799708E1
2.917290458E0,-5.175209045E-2,1.234759521E1,-5.071672058E1,5.219819472E1
2.927325458E0,-1.065349579E-1,1.236755371E1,-5.072155762E1,5.220770194E1
2.937361458E0,-1.549835205E-1,1.250168610E1,-5.046977234E1,5.199532763E1
2.947396458E0,-1.383724213E-1,1.236377716E1,-5.038862610E1,5.188348266E1
2.957431458E0,8.540725708E-2,1.241053009E1,-5.063273621E1,5.213158857E1
2.967467458E0,-2.533550262E-1,1.236388397E1,-5.050379944E1,5.199580342E1
2.977502458E0,-1.974468231E-1,1.242102814E1,-5.062425232E1,5.212615321E1
2.987538458E0,-3.105182648E-1,1.220797729E1,-5.058042908E1,5.203374806E1
2.997573458E0,-2.043838501E-1,1.244158173E1,-5.081564331E1,5.231696029E1
3.007609458E0,-2.714595795E-1,1.238241577E1,-5.076193237E1,5.225104486E1
3.017644458E0,-1.060600281E-1,1.248803711E1,-5.055551147E1,5.207515780E1
3.027680458E0,-1.770515442E-1,1.256791687E1,-5.049130249E1,5.203225450E1
3.037715458E0,-2.936553955E-1,1.247605133E1,-5.053160095E1,5.204979140E1
3.047750458E0,-5.306987762E-1,1.224378967E1,-5.036799622E1,5.183750640E1
3.057786458E0,-3.890018463E-1,1.255368042E1,-5.038290405E1,5.192478440E1
3.067821458E0,-4.679412842E-1,1.271669769E1,-5.035317993E1,5.193626959E1
3.077857458E0,-3.918495178E-1,1.273484039E1,-5.044567871E1,5.202976270E1
3.087892458E0,-4.571495056E-1,1.251848602E1,-5.055078125E1,5.207977499E1
3.097928458E0,-8.017616272E-1,1.244550323E1,-5.054869080E1,5.206441696E1
3.107963458E0,-5.003490448E-1,1.243376923E1,-5.042124939E1,5.193410591E1
3.117998458E0,-3.290805817E-1,1.233596039E1,-5.078918457E1,5.226686792E1
3.128034458E0,-2.822799683E-1,1.241086578E1,-5.089865112E1,5.239066670E1
3.138069458E0,-3.146648407E-1,1.244448853E1,-5.050677490E1,5.201825275E1
3.148105458E0,-2.643470764E-1,1.233946228E1,-5.076916504E1,5.224787390E1
3.158140458E0,-9.653472900E-2,1.264183807E1,-5.044876099E1,5.200868076E1
3.168176458E0,-4.329490662E-2,1.265496826E1,-5.076124573E1,5.231495163E1
3.178211458E0,-1.714706421E-3,1.255287933E1,-5.076475525E1,5.229373919E1
3.188247458E0,-1.821212769E-1,1.269796753E1,-5.071395874E1,5.227979685E1
3.198282458E0,6.928825378E-2,1.280194855E1,-5.041595459E1,5.201598951E1
3.208317458E0,-2.567844391E-1,1.280309296E1,-5.073603821E1,5.232715070E1
3.218353458E0,-2.129535675E-1,1.257592010E1,-5.042453003E1,5.196953285E1
3.228388458E0,-1.196231842E-1,1.265262604E1,-5.036528015E1,5.193038321E1
3.238424458E0,-2.903556824E-1,1.261109161E1,-5.045674133E1,5.200967875E1
3.248459458E0,-4.531726837E-1,1.270704651E1,-5.044483948E1,5.202265109E1
3.258495458E0,-2.607688904E-1,1.288354492E1,-5.074876404E1,5.235924734E1
3.268530458E0,-2.086830139E-1,1.286986542E1,-5.082247925E1,5.242710541E1
3.278565458E0,-3.290977478E-1,1.282527161E1,-5.082031250E1,5.241469317E1
3.288601458E0,-2.665538788E-1,1.252558136E1,-5.071875000E1,5.224320856E1
3.298636458E0,-4.446296692E-1,1.276273346E1,-5.073919678E1,5.232161265E1
3.308672458E0,-5.632762909E-1,1.261459351E1,-5.054814148E1,5.210143814E1
3.318707458E0,-7.440052032E-1,1.221767426E1,-5.074134827E1,5.219683450E1
3.328743458E0,-6.942958832E-1,1.251579285E1,-5.064149475E1,5.216980073E1
3.338778458E0,-4.539680481E-1,1.248709106E1,-5.044131470E1,5.196594807E1
3.348814458E0,-3.394584656E-1,1.252652740E1,-5.036776733E1,5.190318976E1
3.358849458E0,-5.838623047E-1,1.267770386E1,-5.067631531E1,5.224130553E1
3.368884458E0,-2.856502533E-1,1.273744965E1,-5.054072571E1,5.212186849E1
3.378920458E0,-3.465061188E-1,1.274108124E1,-5.058052063E1,5.216171282E1
3.388955458E0,-4.699516296E-1,1.273583984E1,-5.058532715E1,5.216605979E1
3.398991458E0,-4.880676270E-1,1.259944153E1,-5.050836182E1,5.205841671E1
3.409026458E0,-5.220527649E-1,1.247480011E1,-5.066360474E1,5.217944060E1
3.419062458E0,-6.254920959E-1,1.257854462E1,-5.050299072E1,5.204962149E1
3.429097458E0,-4.504222870E-1,1.266402435E1,-5.051177979E1,5.207706107E1
3.439132458E0,-3.442687988E-1,1.262725830E1,-5.037582397E1,5.193543891E1
3.449168458E0,-3.083477020E-1,1.269102478E1,-5.067150879E1,5.223752474E1
3.459203458E0,-4.615020752E-2,1.254449463E1,-5.075103760E1,5.227843047E1
3.469239458E0,-2.378654480E-1,1.245960999E1,-5.057217407E1,5.208496185E1
3.479274458E0,-2.740783691E-1,1.259217072E1,-5.084672546E1,5.238346469E1
3.489310458E0,-3.030948639E-1,1.243460083E1,-5.036256409E1,5.187580386E1
3.499345458E0,-5.467910767E-1,1.237047577E1,-5.039254761E1,5.189158415E1
3.509381458E0,-4.940414429E-1,1.232364655E1,-5.039755249E1,5.188477270E1
3.519416458E0,-6.010150909E-1,1.240447998E1,-5.053488159E1,5.203851074E1
3.529451458E0,-4.263057709E-1,1.260358429E1,-5.039456177E1,5.194847379E1
3.539487458E0,-7.529106140E-1,1.273056793E1,-5.022290039E1,5.181673434E1
3.549522458E0,-4.067153931E-1,1.280147552E1,-5.048089600E1,5.208036150E1
3.559558458E0,-5.305652618E-1,1.276544952E1,-5.032821655E1,5.192463368E1
3.569593458E0,-6.144676208E-1,1.261657715E1,-5.046379089E1,5.202066686E1
3.579629458E0,-3.019809723E-1,1.259484100E1,-5.061547852E1,5.215983012E1
3.589664458E0,-5.203189850E-1,1.242590332E1,-5.076110840E1,5.226245240E1
3.599699458E0,-4.183368683E-1,1.247362518E1,-5.084620667E1,5.235554472E1
3.609735458E0,-3.896064758E-1,1.246173859E1,-5.075212097E1,5.226111848E1
3.619770458E0,-3.732318878E-1,1.291131592E1,-5.058947754E1,5.221241824E1
3.629807583E0,-6.676483154E-1,1.261870575E1,-5.049981689E1,5.205678626E1
3.639842583E0,-6.906719208E-1,1.284308624E1,-5.037396240E1,5.198997961E1
3.649878583E0,-8.151950836E-1,1.301766205E1,-5.006150818E1,5.173276205E1
3.659913583E0,-7.217941284E-1,1.271733093E1,-5.026991272E1,5.185861180E1
3.669949583E0,-2.855339050E-1,1.275621033E1,-5.009779358E1,5.169711165E1
3.679984583E0,-7.669677734E-1,1.274639130E1,-5.057624817E1,5.216335504E1
3.690019583E0,-7.479228973E-1,1.280548859E1,-5.045579529E1,5.206080296E1
3.700055583E0,-8.458213806E-1,1.287126923E1,-5.017724609E1,5.180869629E1
3.710090583E0,-7.485218048E-1,1.284590149E1,-5.019924927E1,5.182221625E1
3.720126583E0,-7.363948822E-1,1.288579559E1,-5.023762512E1,5.186911396E1
3.730161583E0,-7.278003693E-1,1.292281342E1,-5.024409485E1,5.188446653E1
3.740197583E0,-7.083282471E-1,1.294238281E1,-5.051013184E1,5.214672013E1
3.750232583E0,-6.553783417E-1,1.278805542E1,-5.052963257E1,5.212684193E1
3.760268583E0,-8.994197845E-1,1.253856659E1,-5.058979797E1,5.212822908E1
3.770303583E0,-7.490062714E-1,1.280262756E1,-5.063719177E1,5.223594044E1
3.780338583E0,-8.107299805E-1,1.272200012E1,-5.061375427E1,5.219443162E1
3.790374583E0,-8.559799194E-1,1.270227814E1,-5.080442810E1,5.237528507E1
3.800409583E0,-6.399288177E-1,1.279734802E1,-5.083067322E1,5.242078753E1
3.810445583E0,-5.459957123E-1,1.279817200E1,-5.063327026E1,5.222853028E1
3.820480583E0,-6.134223938E-1,1.272124481E1,-5.072645569E1,5.230085719E1
3.830516583E0,-6.245574951E-1,1.248672485E1,-5.045913696E1,5.198492928E1
3.840551583E0,-3.662662506E-1,1.258603668E1,-5.038563538E1,5.193510106E1
3.850586583E0,-4.958896637E-1,1.248198700E1,-5.052438354E1,5.204574179E1
3.860622583E0,-3.641948700E-1,1.227336121E1,-5.040289307E1,5.187696659E1
3.870657583E0,-4.083652496E-1,1.249220276E1,-5.071182251E1,5.222940584E1
3.880693583E0,-3.301696777E-1,1.244986725E1,-5.020800781E1,5.172960714E1
3.890728583E0,-2.964210510E-1,1.242695618E1,-5.042506409E1,5.193461460E1
3.900764583E0,-4.060611725E-1,1.233670807E1,-5.044754028E1,5.193566763E1
3.910799583E0,-2.506675720E-1,1.267141724E1,-5.017311096E1,5.174909383E1
3.920835583E0,-3.055038452E-1,1.238455963E1,-5.044807434E1,5.194688494E1
3.930870583E0,-3.810939789E-1,1.263018799E1,-5.039082336E1,5.195095726E1
3.940905583E0,-3.546104431E-1,1.240954590E1,-5.031970215E1,5.182851534E1
3.950941583E0,-3.369541168E-1,1.245383453E1,-5.033351135E1,5.185242422E1
3.960976583E0,-4.544277191E-1,1.256658936E1,-5.047665405E1,5.201940289E1
3.971012583E0,-5.021953583E-1,1.237685394E1,-5.041619873E1,5.191562200E1
3.981047583E0,-4.671268463E-1,1.265258026E1,-5.007160950E1,5.164757567E1
3.991083583E0,-6.618633270E-1,1.280034637E1,-5.042475891E1,5.202829270E1
4.001118583E0,-6.655998230E-1,1.290337372E1,-5.014451599E1,5.178235762E1
4.011153583E0,-5.251159668E-1,1.272781372E1,-4.980578613E1,5.140903929E1
4.021189583E0,-4.756031036E-1,1.267555237E1,-5.021539307E1,5.179267831E1
4.031224583E0,-5.546588898E-1,1.277520752E1,-5.008872986E1,5.169520706E1
4.041260583E0,-7.634067535E-1,1.260028076E1,-5.002362061E1,5.159178698E1
4.051295583E0,-7.252292633E-1,1.237833405E1,-4.999208069E1,5.150686598E1
4.061331583E0,-7.439460754E-1,1.252627563E1,-4.955953979E1,5.112346840E1
4.071366583E0,-7.942695618E-1,1.240228271E1,-5.005538940E1,5.157508593E1
4.081402583E0,-5.419464111E-1,1.234809113E1,-5.001536560E1,5.151995591E1
4.091437583E0,-3.770294189E-1,1.236659241E1,-5.030847168E1,5.180750025E1
4.101472583E0,-4.156093597E-1,1.243638611E1,-5.020256042E1,5.172169278E1
4.111508583E0,-5.681037903E-1,1.231085968E1,-5.024960327E1,5.173879238E1
4.121543583E0,-7.572345734E-1,1.246114349E1,-4.998988342E1,5.152515838E1
4.131579583E0,-4.357280731E-1,1.248954773E1,-5.001667786E1,5.155430850E1
4.141614583E0,-5.806312561E-1,1.247827911E1,-4.991094971E1,5.145043715E1
4.151650583E0,-3.130588531E-1,1.243783569E1,-5.042678833E1,5.193899059E1
4.161685583E0,-4.966831207E-1,1.271945953E1,-5.013642883E1,5.172709968E1
4.171721583E0,-3.496837616E-1,1.253776550E1,-5.017837524E1,5.172221171E1
4.181756583E0,-5.238952637E-1,1.266562653E1,-5.006332397E1,5.164328581E1
4.191791583E0,-3.584232330E-1,1.270489502E1,-5.034201050E1,5.192167992E1
4.201827583E0,-1.200351715E-1,1.278662872E1,-5.013320923E1,5.173829288E1
4.211862583E0,-2.430915833E-2,1.282112122E1,-5.028216553E1,5.189101955E1
4.221898583E0,-1.966304779E-1,1.264987946E1,-5.047886658E1,5.204011995E1
4.231933583E0,-2.514934540E-1,1.244889069E1,-5.023120117E1,5.175144152E1
4.241969583E0,-3.792362213E-1,1.248188019E1,-5.025509644E1,5.178335515E1
4.252004583E0,-5.857295990E-1,1.252202606E1,-5.042236328E1,5.195727990E1
4.262039583E0,-3.832588196E-1,1.255912781E1,-5.077328491E1,5.230492366E1
4.272075583E0,-5.171318054E-1,1.250818634E1,-5.055598450E1,5.208291197E1
4.282110583E0,-7.006683350E-1,1.245484924E1,-5.021896362E1,5.174513033E1
4.292146583E0,-6.153850555E-1,1.226068115E1,-5.059442139E1,5.206244785E1
4.302181583E0,-4.310398102E-1,1.247578430E1,-5.051205444E1,5.203170796E1
4.312217583E0,-3.032417297E-1,1.244660950E1,-5.054589844E1,5.205667961E1
4.322252583E0,-3.612709045E-1,1.230862427E1,-5.048881531E1,5.196877158E1
4.332288583E0,-4.283161163E-1,1.235904694E1,-5.045178223E1,5.194527722E1
4.342323583E0,-6.083984375E-1,1.242822266E1,-5.029846191E1,5.181472897E1
4.352358583E0,-6.439876556E-1,1.224697876E1,-5.012973022E1,5.160807167E1
4.362394583E0,-6.795825958E-1,1.248800659E1,-4.988111877E1,5.142507318E1
4.372429583E0,-7.196674347E-1,1.217913055E1,-5.005340576E1,5.151885646E1
4.382465583E0,-7.157287598E-1,1.206540680E1,-5.006425476E1,5.150258162E1
4.392500583E0,-7.199878693E-1,1.216382599E1,-5.050639343E1,5.195548886E1
4.402536583E0,-5.906028748E-1,1.232538605E1,-5.055387878E1,5.203804967E1
4.412571583E0,-7.165565491E-1,1.236041260E1,-5.056732178E1,5.206099581E1
4.422607583E0,-8.817367554E-1,1.255333710E1,-5.038739014E1,5.193508272E1
4.432642583E0,-5.694828033E-1,1.262875366E1,-5.027377319E1,5.183880786E1
4.442677583E0,-5.756034851E-1,1.254508972E1,-5.030494690E1,5.184880209E1
4.452713583E0,-7.899875641E-1,1.230410004E1,-5.035200500E1,5.183955407E1
4.462748583E0,-7.999820709E-1,1.210140991E1,-5.065051270E1,5.208222854E1
4.472784583E0,-7.850341797E-1,1.220848846E1,-5.051652527E1,5.197675244E1
4.482819583E0,-6.663036346E-1,1.226643372E1,-5.023999023E1,5.172007323E1
4.492855583E0,-8.246879578E-1,1.221405029E1,-5.064653015E1,5.210503000E1
4.502890583E0,-6.824588776E-1,1.228775787E1,-5.003445435E1,5.152573498E1
4.512926583E0,-6.409854889E-1,1.228910065E1,-5.012562561E1,5.161406010E1
4.522961583E0,-5.739250183E-1,1.233392334E1,-5.032797241E1,5.182045795E1
4.532996583E0,-5.625896454E-1,1.220184326E1,-5.030981445E1,5.177141022E1
4.543032583E0,-5.995445251E-1,1.236421204E1,-5.027278137E1,5.177437339E1
4.553067583E0,-4.840583801E-1,1.239498138E1,-5.006642151E1,5.158019425E1
4.563103583E0,-6.171569824E-1,1.225087738E1,-5.022085571E1,5.169718781E1
4.573138583E0,-5.096588135E-1,1.207129669E1,-5.006454468E1,5.150179210E1
4.583174583E0,-5.512943268E-1,1.236083984E1,-5.057313538E1,5.206473191E1
4.593209583E0,-6.322002411E-1,1.240821838E1,-5.048553467E1,5.199185293E1
4.603244583E0,-7.165412903E-1,1.209277344E1,-5.079479980E1,5.221934783E1
4.613280583E0,-4.278030396E-1,1.214836121E1,-5.028128052E1,5.172980636E1
4.623315125E0,-5.618267059E-1,1.205142212E1,-5.036137390E1,5.178629554E1
4.633351125E0,-6.385707855E-1,1.203263855E1,-5.072395325E1,5.213551185E1
4.643386125E0,-7.336578369E-1,1.197206116E1,-5.060548401E1,5.200753324E1
4.653422125E0,-5.927352905E-1,1.200978851E1,-5.072036743E1,5.212621248E1
4.663457125E0,-5.431079865E-1,1.206090546E1,-5.034532166E1,5.177269376E1
4.673493125E0,-4.857788086E-1,1.231723785E1,-5.047538757E1,5.195878251E1
4.683528125E0,-7.291965485E-1,1.202271271E1,-5.016186523E1,5.158769303E1
4.693563125E0,-7.092056274E-1,1.211446381E1,-5.035263062E1,5.179431065E1
4.703599125E0,-5.721855164E-1,1.207343292E1,-5.031024170E1,5.174181673E1
4.713634125E0,-5.220546722E-1,1.230309296E1,-5.026660156E1,5.175296967E1
4.723670125E0,-6.204280853E-1,1.217036438E1,-5.031999207E1,5.177455265E1
4.733705125E0,-4.883975983E-1,1.224420929E1,-5.038369751E1,5.185244611E1
4.743741125E0,-3.563652039E-1,1.237955475E1,-5.005319214E1,5.156260675E1
4.753776125E0,-6.602058411E-1,1.241976166E1,-4.994505310E1,5.147032816E1
4.763812125E0,-7.884788513E-1,1.244831848E1,-5.021188354E1,5.173795107E1
4.773847125E0,-5.819091797E-1,1.236186981E1,-5.079231262E1,5.227823127E1
4.783882125E0,-5.330734253E-1,1.220159149E1,-5.072779846E1,5.217731824E1
4.793918125E0,-4.279937744E-1,1.210629272E1,-5.081427002E1,5.223825743E1
4.803953125E0,-5.767059326E-1,1.218095398E1,-5.087251282E1,5.231367689E1
4.813989125E0,-5.467014313E-1,1.206950378E1,-5.025830078E1,5.169012093E1
4.824024125E0,-5.704288483E-1,1.221520233E1,-5.027743530E1,5.174318368E1
4.834060125E0,-6.477966309E-1,1.217288208E1,-5.012013245E1,5.158125992E1
4.844095125E0,-6.628303528E-1,1.207219696E1,-5.027302551E1,5.170642492E1
4.854130125E0,-7.322120667E-1,1.211863708E1,-5.034953308E1,5.179259581E1
4.864166125E0,-7.022590637E-1,1.195269012E1,-5.041796875E1,5.182018470E1
4.874201125E0,-7.505187988E-1,1.193282318E1,-5.020600891E1,5.161006567E1
4.884237125E0,-6.397247314E-1,1.208503723E1,-5.000823975E1,5.145173870E1
4.894272125E0,-8.588771820E-1,1.197373962E1,-5.015956116E1,5.157605729E1
4.904308125E0,-7.954311371E-1,1.209857941E1,-5.027420044E1,5.171560272E1
4.914343125E0,-9.292812347E-1,1.207195282E1,-4.975352478E1,5.120555474E1
4.924379125E0,-3.271217346E-1,1.208068848E1,-4.997245789E1,5.141300020E1
4.934414125E0,-2.394008636E-1,1.238430023E1,-4.994886780E1,5.146180719E1
4.944450125E0,-3.623352051E-1,1.224708557E1,-4.997692871E1,5.145693146E1
4.954485125E0,-5.858974457E-1,1.215870667E1,-4.995021057E1,5.141207018E1
4.964520125E0,-6.457481384E-1,1.207139587E1,-5.021189880E1,5.164659108E1
4.974556125E0,-7.643661499E-1,1.185459137E1,-5.015644836E1,5.154400940E1
4.984591125E0,-7.486553192E-1,1.202947998E1,-4.994602966E1,5.137971149E1
4.994627125E0,-6.552505493E-1,1.213060760E1,-5.050442505E1,5.194495109E1
5.004662125E0,-5.130119324E-1,1.204080200E1,-5.030221558E1,5.172578647E1
5.014698125E0,-4.322834015E-1,1.181858826E1,-5.033169556E1,5.170247068E1
5.024733125E0,-6.439685822E-1,1.203079987E1,-5.046936035E1,5.188748573E1
5.034768125E0,-6.010475159E-1,1.214170837E1,-5.025328064E1,5.170275191E1
5.044804125E0,-6.193866730E-1,1.226732635E1,-5.057624817E1,5.204640059E1
5.054839125E0,-3.699245453E-1,1.222363281E1,-5.031510925E1,5.177996005E1
5.064875125E0,-4.927940369E-1,1.219532013E1,-5.043721008E1,5.189297486E1
5.074910125E0,-3.291587830E-1,1.187742615E1,-5.033036804E1,5.171390088E1
5.084946125E0,-4.185333252E-1,1.198429108E1,-5.034060669E1,5.174915540E1
5.094981125E0,-3.514347076E-1,1.213671875E1,-5.016308594E1,5.161161341E1
5.105017125E0,-5.620117188E-1,1.209992981E1,-5.010934448E1,5.155259996E1
5.115052125E0,-6.163539886E-1,1.214784241E1,-5.059333801E1,5.203494805E1
5.125087125E0,-3.206596375E-1,1.231104279E1,-5.033576965E1,5.182040432E1
